,par_idparcela,Nomenclatura,Tipo_Parcela,Tipo_Valuacion,Estado,desig_oficial,exp_creacion,Fecha_Creacion,fecha_alta_parcela,fxf,vut_vigente,Valuacion,vigencia_desde,porcentaje_copropiedad,Superficie_Tierra_Urbana,Valuacion_Tierra_Urbana,base_imponible_tierra_urbana,Superficie_Tierra_Rural,Valuacion_Tierra_Rural,base_imponible_tierra_rural,Superficie_Mejoras,Valuacion_Mejoras,base_imponible_mejoras,Cantidad_Cuentas,departamento,pedania,localidad,par_entityid,row_number,Nro_Cuenta,ped_nomenclatura,type,coordinates
2222,1200246-SANTIAGO,2305104601005030,URBANO,VAL. URBANO,EDIFICADO NoPH,LT 169,00000220836,01-1901,03-2007,0.7,140.0,5384308.64,2023-11-01T00:00:00Z,0.0,1210.0,118580.0,0,0,0.0,0,329.0,5265728.64,0,1,PUNILLA,SANTIAGO,COPINA,92898173,1002487,230502208361,2305,MultiPolygon,"[[[[4338510.93201963, 6507170.18854357], [4338489.63206506, 6507170.14455396], [4338473.30664754, 6507162.09963363], [4338511.00278953, 6507109.22872301], [4338510.93201963, 6507170.18854357]]]]"
2223,1204243-SANTIAGO,2305414802010013,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 7  LT 11,0033-009747/1969,01-1901,03-2007,1.1,2065.0,3154841.88,2023-11-01T00:00:00Z,0.0,450.0,1022175.0,0,0,0.0,0,171.0,2132666.88,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4494383,1006094,230517138351,2305,MultiPolygon,"[[[[4354053.62368647, 6517031.36176667], [4354039.77997508, 6517025.48678671], [4354051.49868532, 6516998.04936364], [4354065.3736466, 6517003.79934395], [4354053.62368647, 6517031.36176667]]]]"
2224,1204272-SANTIAGO,2305414802012014,URBANO,VAL. URBANO,BALDIO,MZ 9  LT 12,0033-009747/1969,01-1901,03-2007,1.1,1715.0,792330.0,2023-11-01T00:00:00Z,0.0,420.0,792330.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4494591,1006119,230517122411,2305,MultiPolygon,"[[[[4354022.37380917, 6517180.70509083], [4354010.84258989, 6517169.26762648], [4354020.3113075, 6517145.89269214], [4354034.0300193, 6517151.95517158], [4354022.37380917, 6517180.70509083]]]]"
2225,1205039-SANTIAGO,2305604702026009,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 37 LTE 23,00001091534,01-1901,03-2007,1.0,560.0,4135346.21,2023-11-01T00:00:00Z,0.0,600.0,336000.0,0,0,0.0,0,199.0,3799346.21,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4543040,1006809,230510915343,2305,MultiPolygon,"[[[[4352776.97180662, 6517730.17313623], [4352746.15938976, 6517704.64196693], [4352755.81560944, 6517693.23574785], [4352786.6905261, 6517718.6731674], [4352776.97180662, 6517730.17313623]]]]"
2226,1204944-SANTIAGO,2305604702021005,URBANO,VAL. URBANO,BALDIO,Manzana 7 - Lote 5,0000-109115/3,01-1901,03-2007,0.9,735.0,473634.0,2023-11-01T00:00:00Z,0.0,716.0,473634.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4543039,1006715,230510911534,2305,MultiPolygon,"[[[[4353395.84502371, 6517729.57925254], [4353361.09512083, 6517715.92304968], [4353368.00134707, 6517698.2043495], [4353404.12624612, 6517712.42305043], [4353395.84502371, 6517729.57925254]]]]"
2227,1203211-SANTIAGO,2305604701070013,URBANO,VAL. URBANO,BALDIO,027 017,,01-1901,03-2007,0.9,665.0,420745.5,2023-11-01T00:00:00Z,0.0,703.0,420745.5,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,1605323404,1005123,230531556122,2305,MultiPolygon,"[[[[4350151.88525724, 6516116.24088925], [4350149.97901588, 6516130.30334898], [4350146.94777966, 6516152.92828418], [4350127.19783898, 6516164.02200649], [4350132.13531657, 6516127.33461156], [4350151.88525724, 6516116.24088925]]]]"
2228,1201952-SANTIAGO,2305414801143030,URBANO,VAL. URBANO,EDIFICADO NoPH,LTE 2 A,00000289614,01-1901,03-2007,0.9,1855.0,3281632.62,2023-11-01T00:00:00Z,0.0,845.0,1410727.5,0,0,0.0,0,110.0,1870905.12,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,559162002,1004028,230502896143,2305,MultiPolygon,"[[[[4354398.74759899, 6516604.45667808], [4354394.18511644, 6516624.20662187], [4354393.77886799, 6516625.92536697], [4354363.02895541, 6516620.67538888], [4354363.40395418, 6516619.95664087], [4354357.62272063, 6516619.05039476], [4354362.02895274, 6516595.23796278], [4354369.81018075, 6516597.14420556], [4354398.74759899, 6516604.45667808]]]]"
2229,1202664-SANTIAGO,2305604701041010,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ Z LT 11,00001019132,01-1901,03-2007,1.0,910.0,2315104.24,2023-11-01T00:00:00Z,0.0,701.0,637910.0,0,0,0.0,0,124.0,1677194.24,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,768605202,1004630,230510191329,2305,MultiPolygon,"[[[[4351234.98920711, 6516633.07107328], [4351256.71060363, 6516624.98563837], [4351265.2385024, 6516648.53966508], [4351265.88854858, 6516653.13029319], [4351249.50721878, 6516659.11407409], [4351244.19473377, 6516657.80157907], [4351234.98920711, 6516633.07107328]]]]"
2230,1988148-SANTIAGO,2305104601003073,URBANO,VAL. URBANO,BALDIO,MZ s/d   LT 1,0576-001222/2008,01-2009,10-2008,0.4,140.0,1356768.0,2023-11-01T00:00:00Z,0.0,24228.0,1356768.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,COPINA,92898007,1618505,230525033525,2305,MultiPolygon,"[[[[4339062.58681882, 6508367.13534966], [4338776.48030688, 6508274.18128246], [4339028.14185123, 6508213.25031044], [4339072.5607724, 6508262.86899347], [4339062.58681882, 6508367.13534966]]]]"
2231,1201224-SANTIAGO,2305414801049006,URBANO,VAL. URBANO,BALDIO,039 012,,01-1901,03-2007,0.8,140.0,196336.0,2023-11-01T00:00:00Z,0.0,1753.0,196336.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,790788002,1003336,230531550582,2305,MultiPolygon,"[[[[4354754.8706648, 6512426.31243887], [4354765.19993725, 6512401.17786079], [4354814.86202282, 6512466.26839777], [4354796.15180794, 6512480.65602287], [4354754.8706648, 6512426.31243887]]]]"
2232,1201691-SANTIAGO,2305414801125012,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 13 LT 12,03051719086,01-1901,03-2007,1.0,840.0,4636747.2,2023-11-01T00:00:00Z,0.0,573.0,481320.0,0,0,0.0,0,237.0,4155427.2,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4493791,1003778,230517190867,2305,MultiPolygon,"[[[[4353903.06142382, 6516133.58314971], [4353898.99893871, 6516148.17685835], [4353863.96778731, 6516137.7081463], [4353865.59277908, 6516121.52069282], [4353884.5614758, 6516127.61442103], [4353902.65517496, 6516133.45815016], [4353903.06142382, 6516133.58314971]]]]"
2233,1201256-SANTIAGO,2305414801052004,URBANO,VAL. URBANO,BALDIO,042 007,,01-1901,03-2007,1.0,140.0,79100.0,2023-11-01T00:00:00Z,0.0,565.0,79100.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4492655,1003368,230531550906,2305,MultiPolygon,"[[[[4354424.9028628, 6512424.21876651], [4354430.90284556, 6512424.28126504], [4354442.90281109, 6512424.40626205], [4354442.59031838, 6512453.71867742], [4354424.55912108, 6512457.71866977], [4354424.9028628, 6512424.21876651]]]]"
2234,1995630-SANTIAGO,2305604701181008,URBANO,VAL. URBANO,EDIFICADO NoPH,Mz 181  Lt 8,0033-000666/2005,01-2008,02-2009,0.9,1260.0,3369194.4,2023-11-01T00:00:00Z,0.0,758.32,859934.88,0,0,0.0,0,138.0,2509259.52,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,24186400,1622818,230525686341,2305,MultiPolygon,"[[[[4353476.63891981, 6516913.23404223], [4353484.31150241, 6516930.29651735], [4353441.92522706, 6516933.56960738], [4353434.04769072, 6516916.05135115], [4353476.63891981, 6516913.23404223]]]]"
2235,1204763-SANTIAGO,2305604702013011,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 30 LTE 10,00001091397,01-1901,03-2007,0.9,560.0,4046272.61,2023-11-01T00:00:00Z,0.0,893.0,450072.0,0,0,0.0,0,201.0,3596200.61,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,1787215204,1006558,230510913979,2305,MultiPolygon,"[[[[4353164.34572411, 6517882.42261041], [4353225.93929951, 6517895.42255928], [4353222.93931138, 6517910.11001739], [4353167.87696766, 6517899.45381031], [4353164.34572411, 6517882.42261041]]]]"
2236,1203230-SANTIAGO,2305604701070033,URBANO,VAL. URBANO,BALDIO,MZ 27 LT 9,,01-1901,03-2007,1.1,735.0,629013.0,2023-11-01T00:00:00Z,0.0,778.0,629013.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,1605297604,1005140,230522440367,2305,MultiPolygon,"[[[[4350261.04121003, 6516191.9906457], [4350268.75994162, 6516209.02184469], [4350243.35377169, 6516240.11551037], [4350233.66629517, 6516220.4280695], [4350247.79125125, 6516205.77185878], [4350254.79122987, 6516200.30312304], [4350253.94748209, 6516199.36562594], [4350261.04121003, 6516191.9906457]]]]"
2237,1203502-SANTIAGO,2305604701088003,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 9 LT 6,,01-1901,03-2007,1.0,315.0,2100930.72,2023-11-01T00:00:00Z,0.0,1740.0,548100.0,0,0,0.0,0,82.0,1552830.72,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541383,1005408,230517196610,2305,MultiPolygon,"[[[[4350730.7897608, 6515755.4293044], [4350787.50835196, 6515775.02298511], [4350736.69600526, 6515806.89790417], [4350720.78979564, 6515782.64797787], [4350730.7897608, 6515755.4293044]]]]"
2238,2053300-SANTIAGO,2305104601001041,URBANO,VAL. URBANO,BALDIO,MZ S/D  LT 164,0576-001813/2009,01-2010,03-2011,0.5,140.0,269710.0,2023-11-01T00:00:00Z,0.0,3853.0,269710.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,COPINA,92898112,1658978,230525045175,2305,MultiPolygon,"[[[[4338177.35490377, 6507497.14059728], [4338048.21368095, 6507479.84797763], [4338058.97838869, 6507446.96513914], [4338176.82393653, 6507465.14500267], [4338177.35490377, 6507497.14059728]]]]"
2239,2137018-SANTIAGO,2305414801085005,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ Q LT 5,0576-002831/2011,01-2012,02-2014,0.8,420.0,2360074.08,2023-11-01T00:00:00Z,0.0,1444.39,485315.04,0,0,0.0,0,99.0,1874759.04,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,564571202,1726454,230528268582,2305,MultiPolygon,"[[[[4353349.69289821, 6510801.58397822], [4353329.16119262, 6510819.51998888], [4353307.84321668, 6510797.31745971], [4353344.11405566, 6510762.90430716], [4353365.4320316, 6510785.10683633], [4353354.58089082, 6510790.09539649], [4353347.09899369, 6510792.15423489], [4353349.69289821, 6510801.58397822]]]]"
2240,1200482-SANTIAGO,2305414801006011,URBANO,VAL. URBANO,EDIFICADO NoPH,,00000635703,01-1901,03-2007,0.7,2205.0,652142.5,2023-11-01T00:00:00Z,0.0,211.0,325678.5,0,0,0.0,0,100.0,326464.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4494115,1002621,230506357034,2305,MultiPolygon,"[[[[4354446.09121907, 6516634.05033206], [4354448.05996224, 6516628.80034685], [4354484.15361122, 6516642.36279972], [4354481.80986909, 6516647.45653548], [4354446.09121907, 6516634.05033206]]]]"
2241,2237757-SANTIAGO,2305509841350310,RURAL,VAL. RURAL,BALDIO,LT 509841 - 350310,0033-074936/2013,01-2017,06-2016,,,1085536.43,2023-11-07T00:00:00Z,0.0,0.0,0.0,0,564415,1085536.43,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,,629554602,1774731,230541336376,2305,MultiPolygon,"[[[[4350598.02629257, 6510040.23395929], [4350591.01954631, 6510105.24368951], [4350626.2826081, 6510151.45487861], [4350631.67542648, 6510308.1801318], [4350623.52510313, 6510328.00110701], [4350602.97769772, 6510321.16032917], [4350572.07611166, 6510266.77215386], [4350500.86830235, 6510187.08090252], [4350375.32869308, 6510218.04837928], [4350353.45911967, 6510316.90583522], [4349923.39903396, 6509972.51068936], [4349742.0131284, 6509440.02498703], [4349803.31776476, 6509390.37876204], [4349868.41370377, 6509373.85799895], [4349900.1807534, 6509441.16357727], [4349949.18690647, 6509374.90187885], [4349975.16860535, 6509354.23565686], [4350006.14701132, 6509372.26858859], [4350053.5321441, 6509366.38400397], [4350130.55834696, 6509431.8778303], [4350179.44091174, 6509404.43716197], [4350198.20170043, 6509406.87591782], [4350227.84847919, 6509448.88425611], [4350343.93503018, 6509510.76188953], [4350399.53005893, 6509574.13028015], [4350436.71986983, 6509703.81620268], [4350475.33533547, 6509747.82422581], [4350571.16753271, 6509696.24532337], [4350606.55362613, 6509691.63524441], [4350661.44756397, 6509758.08080383], [4350713.13862835, 6509777.51919211], [4350765.94635761, 6509757.14472109], [4350812.45100783, 6509766.66667459], [4350838.12509013, 6509769.26731385], [4350866.30773548, 6509840.28791394], [4350862.40349497, 6509873.27792407], [4350879.05595132, 6509900.95411228], [4350800.58871013, 6509912.19937423], [4350734.2351416, 6509997.73337138], [4350656.63890535, 6510011.02616873], [4350598.02629257, 6510040.23395929]]]]"
2242,1202629-SANTIAGO,2305604701039001,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ I-LTE 1,00000541124,01-1901,03-2007,1.1,840.0,2069848.1,2023-11-01T00:00:00Z,0.0,1032.0,953568.0,0,0,0.0,0,153.49,1116280.1,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,1429008651,1004600,230505411248,2305,MultiPolygon,"[[[[4351460.56911964, 6516697.45766641], [4351507.12690891, 6516679.5695023], [4351512.07, 6516699.15], [4351465.60035941, 6516716.61385983], [4351460.56911964, 6516697.45766641]]]]"
2243,1201331-SANTIAGO,2305414801058007,URBANO,VAL. URBANO,BALDIO,034 009,,01-1901,03-2007,1.1,245.0,149572.5,2023-11-01T00:00:00Z,0.0,555.0,149572.5,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4492885,1003437,230531551651,2305,MultiPolygon,"[[[[4353861.2170185, 6512586.5934199], [4353864.37326263, 6512601.24962686], [4353828.21711827, 6512609.06211216], [4353825.02962423, 6512594.40590521], [4353861.2170185, 6512586.5934199]]]]"
2244,1203332-SANTIAGO,2305604701080012,URBANO,VAL. URBANO,BALDIO,MZ 37 LT 1,00000543979,01-1901,03-2007,0.9,560.0,352800.0,2023-11-01T00:00:00Z,0.0,700.0,352800.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541532,1005242,230505439797,2305,MultiPolygon,"[[[[4351108.25747864, 6515998.52226727], [4351109.88246953, 6515978.58482459], [4351144.75736977, 6515981.33480891], [4351143.13237888, 6516001.27225158], [4351108.25747864, 6515998.52226727]]]]"
2245,1203890-SANTIAGO,2305604701113022,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 23 LT 7,,01-1901,03-2007,0.7,245.0,5435980.3,2024-05-23T00:00:00Z,0.0,2546.0,436639.0,0,0,0.0,0,463.0,8508791.04,0,2,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4540945,1005794,230517198990,2305,MultiPolygon,"[[[[4350822.72685385, 6515115.58738493], [4350884.35167306, 6515099.8061669], [4350887.03916767, 6515110.33738583], [4350889.32041308, 6515119.18110975], [4350869.97671984, 6515124.14984968], [4350850.60177667, 6515129.08733969], [4350827.69559386, 6515134.96232779], [4350822.72685385, 6515115.58738493]]]]"
2246,1203841-SANTIAGO,2305604701111018,URBANO,VAL. URBANO,EDIFICADO NoPH,MANZANA 2 LOTE 20,    -      /,01-1901,03-2007,1.0,245.0,1052418.04,2023-11-01T00:00:00Z,0.0,587.0,143815.0,0,0,0.0,0,64.0,908603.04,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4540957,1005745,230517194676,2305,MultiPolygon,"[[[[4350725.91463116, 6515110.33742161], [4350735.69586152, 6515148.49355907], [4350721.16465414, 6515152.21230154], [4350711.53967347, 6515114.64991233], [4350725.91463116, 6515110.33742161]]]]"
2247,1204651-SANTIAGO,2305604702008020,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 41 LTE 19,00001091618,01-1901,03-2007,0.8,665.0,7710635.97,2023-11-01T00:00:00Z,0.0,1366.0,726712.0,0,0,0.0,0,371.0,6983923.97,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4543321,1006454,230510916188,2305,MultiPolygon,"[[[[4353134.5021051, 6518087.70327228], [4353143.34582019, 6518044.70339491], [4353173.65823411, 6518050.39087181], [4353165.03326857, 6518094.26574658], [4353134.5021051, 6518087.70327228]]]]"
2248,1202634-SANTIAGO,2305604701039006,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ I-LT 8,00000442794,01-1901,03-2007,0.7,770.0,2699741.76,2023-11-01T00:00:00Z,0.0,1032.0,556248.0,0,0,0.0,0,219.0,2143493.76,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,1429006251,1004603,230504427949,2305,MultiPolygon,"[[[[4351536.2876263, 6516583.05173083], [4351541.16261661, 6516602.61417312], [4351493.22525871, 6516621.14538008], [4351488.22526889, 6516602.11418628], [4351536.2876263, 6516583.05173083]]]]"
2249,1203565-SANTIAGO,2305604701092006,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 32 LTE 9,00000634432,01-1901,03-2007,1.1,350.0,2145664.4,2023-11-01T00:00:00Z,0.0,378.0,145530.0,0,0,0.0,0,110.0,2000134.4,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541320,1005471,230506344323,2305,MultiPolygon,"[[[[4351104.56992499, 6515709.30435492], [4351079.91374549, 6515707.30436618], [4351081.22623817, 6515691.33566208], [4351103.72617384, 6515693.17940176], [4351104.56992499, 6515709.30435492]]]]"
2250,1203993-SANTIAGO,2305604701121008,URBANO,VAL. URBANO,BALDIO,MZ 26 LT 1,,01-1901,03-2007,0.9,245.0,172210.5,2023-11-01T00:00:00Z,0.0,781.0,172210.5,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4540860,1005897,230517195818,2305,MultiPolygon,"[[[[4350995.75756378, 6514925.11914741], [4350991.85132162, 6514909.86919237], [4351028.72621172, 6514892.61923409], [4351034.50745012, 6514915.21291748], [4350995.75756378, 6514925.11914741]]]]"
2251,1203299-SANTIAGO,2305604701077008,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 11 LT 14,00000504712,01-1901,03-2007,0.9,420.0,4855792.16,2023-11-01T00:00:00Z,0.0,786.0,297108.0,0,0,0.0,0,272.0,4558684.16,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541530,1005209,230505047121,2305,MultiPolygon,"[[[[4350896.25808089, 6515963.24116636], [4350893.57059594, 6515996.11607184], [4350869.57066519, 6515996.92857481], [4350872.25815014, 6515964.05366935], [4350896.25808089, 6515963.24116636]]]]"
2252,1202035-SANTIAGO,2305604701003007,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 3 LTE 13,00001119048,01-1901,03-2007,1.0,910.0,2540217.23,2023-11-01T00:00:00Z,0.0,625.0,568750.0,0,0,0.0,0,126.0,1971467.23,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4540623,1004070,230511190482,2305,MultiPolygon,"[[[[4351832.91197285, 6517489.54904076], [4351849.00567242, 6517471.0803407], [4351868.41187004, 6517486.92404054], [4351852.31817046, 6517505.36149068], [4351832.91197285, 6517489.54904076]]]]"
2253,1201700-SANTIAGO,2305414801126003,URBANO,VAL. URBANO,BALDIO,MZ 14 LT 3,03051719095,01-1901,03-2007,1.1,910.0,450450.0,2023-11-01T00:00:00Z,0.0,450.0,450450.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4493918,1003787,230517190956,2305,MultiPolygon,"[[[[4353956.15504268, 6516233.0203502], [4353984.74871232, 6516242.17656744], [4353980.43622788, 6516256.55152675], [4353951.78005845, 6516247.58280898], [4353956.15504268, 6516233.0203502]]]]"
2254,1203327-SANTIAGO,2305604701080007,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 37 LT 12,00000633500,01-1901,03-2007,0.7,595.0,1329255.9,2023-11-01T00:00:00Z,0.0,1219.0,507713.5,0,0,0.0,0,106.0,821542.4,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541578,1005237,230506335006,2305,MultiPolygon,"[[[[4351161.63233009, 6516021.33468942], [4351180.50727606, 6516022.64718144], [4351221.94465744, 6516025.49091404], [4351223.50715744, 6516045.70960519], [4351160.60108775, 6516042.45962852], [4351161.63233009, 6516021.33468942]]]]"
2255,1202149-SANTIAGO,2305604701013008,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 14 LT 1,,01-1901,03-2007,1.0,910.0,1865323.2,2023-11-01T00:00:00Z,0.0,916.0,833560.0,0,0,0.0,0,150.0,1031763.2,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,462228602,1004170,230512292424,2305,MultiPolygon,"[[[[4351741.8030887, 6517337.14275311], [4351757.31558223, 6517370.23605311], [4351731.88098971, 6517380.51812881], [4351719.53726933, 6517353.70570917], [4351741.8030887, 6517337.14275311]]]]"
2256,1202087-SANTIAGO,2305604701009004,URBANO,VAL. URBANO,EDIFICADO NoPH,010 007,,01-1901,03-2007,1.0,595.0,3631900.24,2024-05-23T00:00:00Z,0.0,1706.0,1015070.0,0,0,0.0,0,230.0,4359708.62,0,2,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542594,1004115,230531553611,2305,MultiPolygon,"[[[[4352132.97355067, 6517227.04973476], [4352158.16098245, 6517246.61217258], [4352148.31726183, 6517251.26841126], [4352130.19231592, 6517259.83089046], [4352125.12983102, 6517262.23713461], [4352112.91111056, 6517236.64346141], [4352132.97355067, 6517227.04973476]]]]"
2257,1202641-SANTIAGO,2305604701039013,URBANO,VAL. URBANO,BALDIO,MZ.I LOTE B,00001531268,01-1901,03-2007,0.8,840.0,346752.0,2023-11-01T00:00:00Z,0.0,516.0,346752.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,1429007451,1004610,230515312680,2305,MultiPolygon,"[[[[4351455.6941296, 6516679.02022085], [4351502.28, 6516660.37], [4351504.66359477, 6516669.81185956], [4351458.00662485, 6516687.70769519], [4351455.6941296, 6516679.02022085]]]]"
2258,1204513-SANTIAGO,2305604702001004,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 42-LT 11,00000931808,01-1901,03-2007,0.8,945.0,6749751.96,2023-11-01T00:00:00Z,0.0,1115.0,842940.0,0,0,0.0,0,228.0,5906811.96,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,1191764851,1006340,230509318081,2305,MultiPolygon,"[[[[4353473.21993934, 6518362.70240155], [4353448.9387561, 6518348.04619931], [4353473.1261784, 6518311.45255005], [4353474.68867411, 6518312.390047], [4353486.21989507, 6518331.54623898], [4353483.53241099, 6518368.92113127], [4353473.21993934, 6518362.70240155]]]]"
2259,1200895-SANTIAGO,2305414801029024,URBANO,VAL. URBANO,BALDIO,025 001,,01-1901,03-2007,0.7,140.0,118482.0,2023-11-01T00:00:00Z,0.0,1209.0,118482.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,790787202,1003028,230531549011,2305,MultiPolygon,"[[[[4354807.71427606, 6512486.8747524], [4354822.1340444, 6512475.79960823], [4354862.87775478, 6512529.20111074], [4354848.60291136, 6512540.09237894], [4354807.71427606, 6512486.8747524]]]]"
2260,1201152-SANTIAGO,2305414801045010,URBANO,VAL. URBANO,BALDIO,028 011,,01-1901,03-2007,0.9,140.0,75852.0,2023-11-01T00:00:00Z,0.0,602.0,75852.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4492813,1003265,230531550027,2305,MultiPolygon,"[[[[4354466.24652522, 6512567.87459236], [4354423.24664875, 6512567.46835287], [4354423.37164534, 6512553.4683933], [4354466.37152182, 6512553.87463279], [4354466.24652522, 6512567.87459236]]]]"
2261,1201752-SANTIAGO,2305414801128012,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 16 LT 12,03051719146,01-1901,03-2007,1.1,910.0,2410528.85,2023-11-01T00:00:00Z,0.0,450.0,450450.0,0,0,0.0,0,109.0,1960078.85,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4493917,1003838,230517191464,2305,MultiPolygon,"[[[[4354076.09219679, 6516230.9265801], [4354104.74836622, 6516239.92654779], [4354100.43588179, 6516254.3015071], [4354071.81096226, 6516245.3015394], [4354076.09219679, 6516230.9265801]]]]"
2262,1204074-SANTIAGO,2305604701125007,URBANO,VAL. URBANO,EDIFICADO NoPH,MANZANA F LOTE.3,0000-140772/5,01-1901,03-2007,0.9,770.0,1663512.32,2023-11-01T00:00:00Z,0.0,800.0,554400.0,0,0,0.0,0,82.0,1109112.32,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,652663002,1005950,230514077253,2305,MultiPolygon,"[[[[4350968.39944418, 6516701.81683868], [4350987.07868549, 6516694.66856729], [4351001.61794722, 6516732.05073875], [4350982.97860071, 6516739.30158443], [4350968.39944418, 6516701.81683868]]]]"
